#Macho_id CAR_Sigma_B CAR_mean_B CAR_tau_B max_loglik_B fit_B CAR_Sigma_R CAR_mean_R CAR_Tau_R max_loglik_R fit_R Sigma_B Eta_B Con_B stetson_L_B CuSum_B B-R_B Period_B Period_SNR_B stetson_K_AC_B N_above_4_B N_below_4_B label Sigma_R Eta_R Con_R stetson_L_R CuSum_R B-R_R Period_R Period_SNR_R stetson_K_AC_R N_above_4_R N_below_4_R label
401.47991.1840 2.585088e-02 -3.966480e+00 4.006267e+01 -2.585771e+02 3.559363e+00 -1.990970e-02 -5.656350e+00 5.924685e+01 -4.692242e+02 2.333860e+00 0.115558309053 0.468397801006 0.21758803856 0.00655661302923 0.201395582941 0.630383895131 0.000948544563735 0.0219576278264 0.442669104102 0.0419426048565 0.0137275607181 8 0.0883186436981 0.146026239007 0.261022333462 0.0070555741677 0.27656858809 0.630383895131 0.000985477720201 0.068079225904 0.520235013238 0.0594315245478 0.0422374429224 8
401.47994.1182 4.421388e-02 -3.780285e+00 4.772856e+01 -1.706572e+02 1.007606e+01 6.716384e-02 -5.688440e+00 1.776810e+01 -3.660351e+02 9.767833e+01 0.183550295996 0.210283651509 0.277708850289 0.0246861911156 0.239433056781 0.687968164794 0.591057999364 0.0591679422312 0.375305824974 0.046357615894 0.00739176346357 8 0.133792521822 0.100762897924 0.277793904209 0.0248272461162 0.262222958537 0.687968164794 0.612909914063 0.0658720929826 0.365799466949 0.0439276485788 0.00228310502283 8
401.48047.3195 -1.538538e-02 -3.461416e+00 1.072456e+02 -3.032384e+01 1.587157e+00 -1.438010e-02 -4.757945e+00 1.250882e+02 -1.464430e+02 1.048074e+00 0.177481546911 0.781098732452 0.0465070643642 0.00256009897266 0.077483400916 0.541666666667 3.14916231205e-05 0.00608166309844 0.386867486612 0.0110375275938 0.00316789862724 8 0.145702733255 0.578447605072 0.131161770752 0.00322247514518 0.14236113963 0.541666666667 0.000437812651875 0.015578992809 0.48880433866 0.0258397932817 0.00114155251142 8
401.48049.670 1.162474e-01 -5.176587e+00 1.351374e+00 -3.196585e+02 1.289016e+03 -1.414948e-02 -6.496924e+00 2.710775e+01 -6.422624e+02 6.718009e+00 0.0510720987907 0.630970294622 0.0753960679519 0.00250728077451 0.117475085659 0.544007490637 0.221580593552 0.00925894402481 0.399875022671 0.0220750551876 0.00739176346357 8 0.0354692416133 0.389526807325 0.217549443055 0.00322527514313 0.203601668981 0.544007490637 0.367702007471 0.0549754188654 0.527445474444 0.046511627907 0.0148401826484 8
401.48052.861 -2.798721e-02 -4.718369e+00 8.585365e+01 -4.178313e+02 4.998059e+00 4.013501e-02 -6.316391e+00 6.050055e+01 -3.499228e+02 2.427542e+01 0.097461227796 0.155564051677 0.197994987469 0.0145151414943 0.22347793533 0.608380149813 0.886639924014 0.0521287983804 0.385010961098 0.0397350993377 0.0285110876452 8 0.12829809138 0.17531897902 0.17966769924 0.0176329991877 0.290183840788 0.608380149813 0.000983524099267 0.0671143367546 0.522274589502 0.0671834625323 0.0216894977169 8
401.48114.174 8.608768e-02 -4.555757e+00 2.388167e+01 -1.496481e+02 3.178255e+01 3.947576e-02 -7.141172e+00 1.119810e+02 -5.129144e+02 9.810491e+01 0.117451816558 0.55725806521 0.0443571027513 0.015592697457 0.12173773222 0.841058052434 0.000422761554076 0.00796753327598 0.30592167982 0.0110375275938 0.00211193241816 8 0.0739078011531 0.283092922688 0.0142627202003 0.0158649559366 0.0926094981213 0.841058052434 0.000984825737976 0.0086811203372 0.207906718743 0.0077519379845 0.00114155251142 8
401.48229.760 -2.293667e-02 -5.413474e+00 2.190395e+01 -6.610329e+02 7.130506e+00 -2.109323e-02 -6.746424e+00 2.738769e+01 -7.761611e+02 1.764106e+01 0.0417936986716 0.136728878367 0.153457653458 0.0107838974618 0.221093791174 0.547986891386 0.443267037039 0.0344924317416 0.319852908563 0.0529801324503 0.00950369588173 8 0.050873303653 0.0567515165901 0.16932876514 0.0116657284362 0.232321279219 0.547986891386 0.459654972443 0.0358317028535 0.340296936617 0.0284237726098 0.00114155251142 8
401.48230.2825 1.390483e-01 -3.488156e+00 4.398084e+00 1.296072e+02 1.094941e+02 1.382297e-01 -4.578507e+00 3.482267e+00 -5.852744e+00 4.411488e+01 0.250964092534 0.773091519659 0.0156621728787 0.00271539668445 0.0456512622031 0.494850187266 0.000883821687101 0.00215651107895 0.286064490753 0.0132450331126 0.00211193241816 8 0.152329050337 0.648873030256 0.0299446165399 0.00326831851328 0.0596278006705 0.494850187266 0.000308495922821 0.00475350254052 0.458987834582 0.0077519379845 0.00114155251142 8
401.48406.2341 2.368932e-01 -3.408570e+00 1.184837e+00 4.521454e+01 7.503576e+02 -5.194703e-02 -4.629746e+00 5.516519e+00 -2.813789e+02 1.060838e+01 0.18578448837 0.828861649825 0.0 0.00246585724236 0.0547459807733 0.526451310861 5.46179930806e-05 0.00277978234018 0.369860414006 0.00662251655629 0.00316789862724 8 0.101118425185 0.632747815901 0.0156741352201 0.00325959468265 0.110665732324 0.526451310861 0.000985477720201 0.0126305520554 0.510769648689 0.0103359173127 0.0 8
401.48408.649 -2.590954e-02 -5.800453e+00 1.042224e+02 -5.228867e+02 5.644081e+00 -2.436602e-02 -7.217998e+00 1.141734e+02 -6.418382e+02 1.194119e+01 0.0894151669119 0.0581664858926 0.285090218424 0.0213788094282 0.275866247588 0.566947565543 0.000948544563735 0.0601728021222 0.416930603198 0.0507726269316 0.0443505807814 8 0.101782096491 0.0278279813819 0.318378404068 0.0235399772531 0.296146084328 0.566947565543 0.612909914063 0.0727080511151 0.479372105988 0.0594315245478 0.0228310502283 8
401.48410.1407 -1.277105e-01 -4.777208e+00 1.364155e+00 -1.600329e+02 1.742224e+04 7.453000e-02 -6.148533e+00 2.790871e+00 -2.885812e+02 3.709155e+03 0.0837505918214 0.751006928598 0.0324969148499 0.00601751732649 0.0824735468723 0.556413857678 0.000514468898911 0.00710123126706 0.411396869514 0.0132450331126 0.00316789862724 8 0.0753215697105 0.730041895462 0.0 0.00594122760894 0.108651060633 0.556413857678 4.53828451599e-06 0.00464669895288 0.440122125178 0.00258397932817 0.0 8
401.48467.4621 5.535619e-02 -3.539323e+00 1.704656e+01 2.292913e+01 1.131206e+01 5.190643e-02 -4.589119e+00 1.766798e+01 -1.208526e+02 7.373724e+00 0.207915821058 0.587103357265 0.111943319838 0.00579327940619 0.131043569804 0.48595505618 0.000947918066706 0.0137621525451 0.452180902811 0.0286975717439 0.00211193241816 8 0.168671286356 0.388977079665 0.230313823643 0.00624615370245 0.19348413407 0.48595505618 0.612909914063 0.0438879985999 0.426003897768 0.0387596899225 0.00799086757991 8
401.48469.789 -1.837464e-02 -5.218010e+00 1.583300e+01 -3.103451e+02 3.645392e+00 -4.500505e-02 -6.596737e+00 5.087575e+00 -4.201011e+02 3.271677e+01 0.0555102678628 0.693373824874 0.0303088432764 0.00278000585525 0.0871828725973 0.558520599251 0.000150805860033 0.00419272465185 0.38813219799 0.0110375275938 0.00527983104541 8 0.0389684337225 0.551088246086 0.0154329946783 0.00318184817507 0.0897444589158 0.558520599251 0.459654972443 0.00336866861462 0.378968540444 0.00258397932817 0.00342465753425 8
402.47619.1009 1.682355e+00 -3.538693e+00 6.492349e-02 3.731471e+02 9.305474e+04 1.600937e+00 -4.845316e+00 6.340711e-02 1.459108e+02 3.512549e+05 0.233837081415 0.585911740408 0.0465862927532 0.0147202459275 0.166485490383 0.543071161049 0.000421818995433 0.0185257507189 0.472666830431 0.0309050772627 0.0116156282999 8 0.218812313976 0.445708510139 0.0412604484972 0.0132387064404 0.220243534398 0.543071161049 0.000438460857409 0.0384657515188 0.580077040048 0.0542635658915 0.0479452054795 8
402.47623.80 2.057419e+00 -4.616288e+00 4.855999e-03 -4.408676e+02 2.812395e+07 1.223022e-02 -7.877651e+00 4.032942e+02 -2.554396e+03 4.279323e+00 0.0879161097037 0.666394606389 0.0100031655587 0.00480151834721 0.34070517101 1.0 0.000949175696341 0.0453891241183 0.659325490596 0.23178807947 0.166842661035 8 0.054762157751 0.0335917066112 0.236613972463 0.00684386263483 0.748900018318 1.0 0.456919849109 0.386688473039 0.758400290964 0.875968992248 0.478310502283 8
402.47678.1353 2.107587e-01 -4.580133e+00 6.139211e-02 -1.247589e+03 2.895934e+05 -2.628708e-01 -6.021328e+00 3.013661e-02 -1.681894e+03 4.472517e+05 0.0509759333683 0.731107953427 0.031486648067 0.00182254482081 0.10081682127 0.573970037453 7.10167758262e-05 0.00262713635753 0.382034303511 0.00220750551876 0.00527983104541 8 0.0365045920251 0.635409403863 0.0331313830708 0.00252973772296 0.0856332617306 0.573970037453 0.000990035959192 0.0140544774715 0.354826860361 0.0232558139535 0.00799086757991 8
402.47678.1666 1.452547e+00 -4.249648e+00 1.196880e-02 -5.791089e+02 2.287251e+06 5.427612e-02 -5.842314e+00 6.150318e+00 -1.165930e+03 9.566540e+00 0.0822986822969 0.761694939437 0.0155155482815 0.00267570080657 0.0620159270288 0.611423220974 0.000951051853363 0.0039856564535 0.34640856791 0.00883002207506 0.00422386483633 8 0.0476415552476 0.578096029818 0.0206125613854 0.00355235449513 0.115023467602 0.611423220974 0.000986124085894 0.0279355346659 0.416151125116 0.0413436692506 0.00114155251142 8
402.47681.2971 -6.860282e-02 -3.527366e+00 3.187858e+00 -3.266541e+02 2.085904e+02 -2.952368e-02 -4.988800e+00 3.294696e+01 -9.426042e+02 4.312304e+00 0.1448432431 0.78432206803 0.0156353080881 0.0022581554243 0.139300212574 0.579353932584 0.000952934695029 0.00742055414335 0.381695172564 0.0 0.00527983104541 8 0.0942290366392 0.706956823056 0.0106622992463 0.00293891069568 0.0886076911996 0.579353932584 0.00646990686986 0.0133343697728 0.388101637012 0.0232558139535 0.00228310502283 8
402.47682.912 1.424683e-02 -4.806690e+00 8.574315e+02 -1.660745e+03 5.703228e+00 1.135436e-01 -5.728385e+00 1.551247e+01 -1.108038e+03 2.924755e+02 0.103370520655 0.0873829131185 0.305161505162 0.0275772096374 0.457457724813 0.450374531835 0.000949175696341 0.222029751088 0.362820331464 0.16114790287 0.319957761352 8 0.120742563266 0.112627515067 0.316188183653 0.0296619773303 0.444252332415 0.450374531835 0.000985474810715 0.229196441993 0.408461801115 0.178294573643 0.106164383562 8
402.47736.2869 4.740486e-02 -4.028150e+00 3.215842e+01 -6.118984e+01 2.648944e+00 1.292859e-01 -5.222674e+00 5.854150e+00 9.521878e+01 1.524132e+01 0.17506196544 0.475096564998 0.160844944964 0.00347517720903 0.421126673186 0.518258426966 0.445642479564 0.148083974728 0.624658744643 0.233995584989 0.239704329461 8 0.210071124331 0.464489637847 0.111366774045 0.00444011274034 0.235316594273 0.518258426966 0.000984826304363 0.0673339026381 0.509736818971 0.0594315245478 0.0114155251142 8
402.47742.3318 7.416853e-02 -3.169039e+00 3.525102e+01 -1.619115e+02 3.492843e+00 2.346687e-01 -4.895667e+00 4.875163e+00 -3.246139e+02 4.906008e+02 0.197705936554 0.626167711076 0.0379807692308 0.00514338814685 0.121173619958 0.644897003745 0.00095042572671 0.0194211006096 0.367701199239 0.0132450331126 0.00316789862724 8 0.172093761673 0.339913313297 0.0704335608189 0.00540147445638 0.242107698351 0.644897003745 0.0322505034716 0.0451881157285 0.507615391771 0.093023255814 0.0102739726027 8
402.47745.3587 9.980413e-02 -2.651106e+00 7.912765e+00 4.413204e+02 5.223529e+00 1.840288e-01 -4.124406e+00 8.060326e+00 -8.350865e+01 1.780561e+01 0.407085876414 0.647611544718 0.0724106324473 0.0058928501892 0.264021515342 0.58824906367 0.118126321314 0.0493162972162 0.48875019107 0.0927152317881 0.0348468848997 8 0.280215287442 0.263166886291 0.227826866862 0.00659954249719 0.395633397657 0.58824906367 0.152233381425 0.175159491178 0.713415664967 0.519379844961 0.321917808219 8
402.47796.1893 7.775227e-02 -3.867163e+00 1.584574e+01 -6.402347e+02 3.030013e+01 7.730577e-02 -5.502961e+00 1.197982e+01 -1.389814e+03 9.280260e+01 0.105765291795 0.625900986126 0.0268890401634 0.00502291271667 0.159124617417 0.621254681648 0.000949175696341 0.015879083916 0.410904973236 0.0132450331126 0.0116156282999 8 0.067251413133 0.326510932044 0.0370880946054 0.00518486905627 0.185068028366 0.621254681648 0.000987424948211 0.0298734254495 0.412578884437 0.0387596899225 0.0262557077626 8
402.47797.1914 1.569367e+00 -3.735702e+00 1.378601e-02 -2.322823e+02 3.870820e+05 -2.078169e-02 -5.495941e+00 1.635531e+01 -1.487423e+03 3.525144e+00 0.126792405947 0.706783008579 0.0875952875953 0.00358874829557 0.191224444593 0.65308988764 0.000941737207749 0.0318999070722 0.424796141254 0.0419426048565 0.026399155227 8 0.0625766830824 0.300889491738 0.234570583418 0.00476470354745 0.372303570906 0.65308988764 0.231004192515 0.139647156838 0.488127731375 0.157622739018 0.154109589041 8
402.47798.1259 6.372746e-02 -3.732000e+00 2.360886e+01 -1.061372e+02 3.334236e+00 7.260008e-02 -5.349992e+00 2.487856e+01 -6.046579e+02 4.675054e+00 0.176549896156 0.563980223885 0.0766642944944 0.00419724009347 0.162771348429 0.613998127341 0.891390809064 0.0411438359861 0.468924887278 0.046357615894 0.0211193241816 8 0.138881962958 0.304050212844 0.123569572445 0.00483385194109 0.408943114114 0.613998127341 0.924346327311 0.0933472917566 0.744307506944 0.21188630491 0.191780821918 8
402.47798.2435 2.512865e-02 -3.324299e+00 2.169031e+02 3.605103e+02 1.047445e+00 -1.984873e-02 -4.757486e+00 1.546656e+02 -3.851706e+01 5.359534e-01 0.238291331699 0.724959127494 0.0311637080868 0.00239526099858 0.117986517383 0.574906367041 0.000951678722751 0.00513446453009 0.358761907522 0.00220750551876 0.00422386483633 8 0.142772543671 0.653718885594 0.0675110293519 0.00309774270751 0.121447289074 0.574906367041 0.000437649022535 0.0163535386335 0.437420424572 0.0335917312661 0.00456621004566 8
402.47799.1736 2.437696e-02 -3.862595e+00 1.294628e+02 -3.071518e+02 2.486956e+00 -1.614962e-02 -5.426614e+00 2.191580e+02 -1.207401e+03 8.428260e-01 0.152825769643 0.545641766772 0.174801509827 0.00505216028852 0.245289321001 0.605337078652 0.000951051853363 0.0541400467477 0.40587325047 0.0927152317881 0.0168954593453 8 0.0981202141864 0.224907182299 0.241783583293 0.00539450215337 0.401409434863 0.605337078652 0.616194267402 0.172480308129 0.360166943285 0.142118863049 0.0251141552511 8
402.47804.4101 2.360067e+00 -2.997703e+00 4.545523e-02 6.443830e+02 1.052884e+06 6.560124e-01 -4.574473e+00 1.719666e-01 -4.488580e+02 5.867298e+03 0.372871033873 0.654668837214 0.0724161637766 0.0119985567346 0.150529141742 0.617041198502 0.000907790381614 0.0149248210998 0.370953340578 0.0198675496689 0.00950369588173 8 0.155446976511 0.380844959974 0.124528301887 0.0108062075064 0.296265249295 0.617041198502 0.456916857618 0.0790195742279 0.480256484412 0.124031007752 0.0194063926941 8
402.47805.1858 -3.313825e-02 -4.283616e+00 5.938833e+00 -9.524652e+02 5.763868e+01 6.347723e-02 -5.425444e+00 2.258241e+01 -9.791651e+02 7.507581e+00 0.0652591895658 0.834800523004 0.0158390697053 0.00241915453764 0.0806387830349 0.501872659176 2.44382133111e-05 0.000451462781064 0.359819936566 0.0132450331126 0.00527983104541 8 0.101179966928 0.293424293364 0.343779400948 0.00309273189594 0.373954066701 0.501872659176 0.00098351291856 0.119249482861 0.456668965127 0.170542635659 0.0936073059361 8
402.47856.561 2.401511e-01 -4.599268e+00 1.791793e-01 -1.317752e+03 5.178080e+03 -3.388176e-02 -6.291547e+00 8.806504e+00 -2.336400e+03 5.471402e+01 0.0445784943807 0.643379200172 0.0159499293358 0.00449993384382 0.212819914148 0.634129213483 0.000246241951829 0.0298859872518 0.537458158671 0.0220750551876 0.0359028511088 8 0.0211209508916 0.383834970532 0.0265616413263 0.00399453875378 0.239878065068 0.634129213483 0.000255256659271 0.0647525392178 0.593016948998 0.0387596899225 0.0901826484018 8
402.47862.1576 -1.582158e-01 -4.007781e+00 9.626087e+00 -5.389725e+02 2.117381e+02 1.802004e-01 -5.563822e+00 7.599712e+00 -9.491019e+02 8.920951e+02 0.174000943194 0.221165476212 0.146684350133 0.0755193415901 0.283224766765 0.601357677903 0.000951678722751 0.114193251179 0.197904545575 0.0662251655629 0.0 8 0.16898781788 0.0989066504045 0.157391496674 0.0761025161395 0.321891059564 0.601357677903 0.000988728902299 0.111939917348 0.21589777555 0.093023255814 0.00456621004566 8
402.47862.3234 2.515757e-01 -3.008883e+00 3.182743e+00 2.858710e+02 1.627230e+01 6.618197e-02 -4.278720e+00 3.665238e+01 -4.497722e+02 3.906598e+00 0.254644162974 0.688550743619 0.0712353471596 0.00378408893898 0.14566315995 0.539794007491 0.891390809064 0.0239782382002 0.410762742504 0.0264900662252 0.00739176346357 8 0.191143715816 0.391034705258 0.143044393088 0.00424204200494 0.28946498212 0.539794007491 0.000985474810715 0.05553489715 0.499953514796 0.0852713178295 0.0342465753425 8
402.47863.110 2.627916e-01 -6.815064e+00 2.420420e-02 -2.491991e+03 5.818152e+06 1.872701e-01 -8.199274e+00 1.584288e-01 -2.143617e+03 3.515836e+04 0.00855465365832 0.571401971948 0.0258153061891 0.00214910115269 0.202612218231 0.559222846442 0.00042228789555 0.0291513108998 0.357019451201 0.0198675496689 0.0 8 0.0142257703938 0.486344290421 0.0925142447712 0.00285399530538 0.233600287057 0.559222846442 0.264020484648 0.0249006859807 0.423549948541 0.0594315245478 0.0125570776256 8
402.47978.4996 2.746826e+00 -2.707414e+00 2.312155e-02 6.260340e+02 4.823977e+05 1.622938e+00 -3.781550e+00 1.445743e-02 -8.656445e+01 4.024243e+05 0.36490149794 0.792748476202 0.0111810912179 0.00268112318431 0.133272672772 0.49531835206 0.104776109947 0.00620315808666 0.392180632262 0.0132450331126 0.00633579725449 8 0.219166545952 0.71327465486 0.010386312208 0.00370052995283 0.148217517363 0.49531835206 0.00097646506854 0.00641642755895 0.452016290967 0.0206718346253 0.00342465753425 8
402.48103.1719 2.269930e-02 -4.081234e+00 6.829500e+02 -6.881991e+02 3.828142e+00 3.004328e-02 -5.177162e+00 9.638485e+01 -9.726672e+02 5.354952e+00 0.23575995394 0.128344648589 0.480600243342 0.0035638110072 0.529716068928 0.493211610487 0.000951678722751 0.223481966447 0.45011291437 0.185430463576 0.285110876452 8 0.0798855457548 0.46628539241 0.0534219046556 0.00432265102576 0.215019476383 0.493211610487 0.000437486943956 0.0413800944951 0.670082608679 0.093023255814 0.0365296803653 8
402.48156.2413 1.262114e+00 -3.318666e+00 9.924803e-02 2.829541e+02 1.717740e+04 7.042437e-01 -4.512868e+00 1.922098e-01 -3.683373e+02 1.009130e+04 0.217551161163 0.695685132793 0.11119712858 0.00812680691396 0.137632164806 0.519428838951 0.000949175696341 0.0134839422318 0.378000539919 0.0264900662252 0.00527983104541 8 0.139290232783 0.501667879355 0.127834362999 0.00829436455406 0.194492710676 0.519428838951 0.000985474810715 0.0526108867326 0.357391794058 0.062015503876 0.00684931506849 8
402.48156.4509 9.876412e-01 -3.831071e+00 6.197407e-02 1.532471e+02 6.933666e+04 6.679448e-02 -4.853784e+00 1.129791e+01 6.503498e+01 3.338353e+00 0.188290733277 0.691390293225 0.0601134477034 0.00340428376564 0.130205300804 0.470271535581 0.000423228200294 0.00765671959707 0.4198062997 0.0154525386313 0.00422386483633 8 0.180021500769 0.625686398142 0.0778781432009 0.00416830746717 0.192969860788 0.470271535581 0.000984826304363 0.0297436636888 0.48469068777 0.0335917312661 0.013698630137 8
402.48158.1296 4.620577e-02 -4.798042e+00 1.255373e+01 -1.223704e+03 1.264081e+01 3.892520e-02 -6.089802e+00 1.389267e+01 -1.644923e+03 7.739845e+00 0.051282704261 0.516791272816 0.0467056427774 0.0027208248983 0.183830890413 0.537453183521 0.00042228789555 0.0297609241137 0.445791181534 0.0242825607064 0.0232312565998 8 0.0461121402318 0.465728522202 0.054762239181 0.00350808652365 0.24560679908 0.537453183521 0.000988076538095 0.0629523467286 0.603956297669 0.0413436692506 0.0251141552511 8
402.48219.2582 1.019812e-01 -4.141396e+00 7.404694e+00 -7.233097e+02 9.497732e+01 9.705450e-02 -5.347627e+00 6.320208e+00 -1.172605e+03 1.152401e+02 0.0932184750758 0.608022858607 0.0211371237458 0.00442129297061 0.0820833083579 0.520131086142 1.65579538575e-05 0.0056757620904 0.331951035256 0.0309050772627 0.00844772967265 8 0.0734694281747 0.420087058005 0.0154198153489 0.00483353459594 0.149105198694 0.520131086142 0.000437811197132 0.0139855717832 0.39856975399 0.0361757105943 0.0102739726027 8
402.48219.5086 1.000407e+00 -3.017129e+00 4.215098e-02 2.751906e+02 1.461438e+05 -3.433204e-02 -4.398161e+00 1.720479e+01 -7.805754e+02 3.263399e+00 0.277577624359 0.810815612941 0.00542098401153 0.00223282162186 0.130085028277 0.565308988764 0.000767310357238 0.0139162336025 0.397062439735 0.00883002207506 0.00844772967265 8 0.102170508754 0.695020395136 0.00522471174004 0.00290837098258 0.18712884974 0.565308988764 0.000255256659271 0.0170182673646 0.495323459082 0.0232558139535 0.00570776255708 8
402.48279.1043 9.585307e-02 -3.952492e+00 8.537420e+00 -9.432075e+01 3.778091e+01 -4.153833e-02 -5.154770e+00 2.624734e+01 -9.069118e+02 3.225503e+00 0.145501450271 0.561610500975 0.0832455216017 0.00366320555612 0.233744772032 0.519194756554 0.000422444380833 0.054074208398 0.499016406172 0.0728476821192 0.0221752903907 8 0.115249942662 0.329782435435 0.106126134689 0.00428776257687 0.265662463509 0.519194756554 0.000986774131269 0.0734789003141 0.503857036508 0.093023255814 0.0490867579909 8
402.48280.502 3.891573e-02 -5.282837e+00 1.860173e+01 -1.459497e+03 7.789800e+00 7.386161e-02 -6.685057e+00 4.583327e+00 -1.768351e+03 9.453860e+01 0.0352553422071 0.438832008645 0.0700354609929 0.00322096128809 0.174574250846 0.564606741573 0.000421975202932 0.0385498583131 0.307664161999 0.0286975717439 0.0116156282999 8 0.0338908614215 0.171992738742 0.120706558195 0.00406004783413 0.204133836588 0.564606741573 0.462118237447 0.0784233989821 0.249471518784 0.0490956072351 0.00570776255708 8
402.48280.894 6.797962e-02 -4.190297e+00 1.120052e+01 -4.740784e+02 1.188176e+01 3.468494e-02 -5.225028e+00 2.731880e+01 -8.526094e+02 1.534147e+00 0.107797003946 0.714132345271 0.0363576594346 0.00195673407544 0.152349253891 0.477059925094 0.000952934695029 0.0156107124049 0.445399285741 0.00662251655629 0.00633579725449 8 0.0864870373073 0.46001223313 0.0844753392916 0.00264865089826 0.207114729096 0.477059925094 0.924346327311 0.0467057760188 0.481671019986 0.0387596899225 0.0308219178082 8
403.47427.353 2.986595e-01 -4.534992e+00 9.795062e-01 7.208617e+01 1.192686e+04 -3.785434e-02 -5.596018e+00 2.160642e+01 8.534738e+00 7.977752e+00 0.160602613721 0.91221196491 0.0328482328482 0.0033009602306 0.0433416796373 0.482911985019 1.26168900705e-06 0.00146215659052 0.310329126553 0.0198675496689 0.00316789862724 8 0.154193833632 0.760611134464 0.0571411511822 0.00452238365787 0.0577186099434 0.482911985019 0.00878075575751 0.00807315005444 0.491885613688 0.00258397932817 0.00342465753425 8
403.47491.770 2.406704e-02 -5.519856e+00 6.429879e+01 -6.548226e+02 6.707650e+00 -4.082606e-02 -7.077482e+00 2.614876e+01 -6.252658e+02 1.241203e+02 0.0684728386611 0.0917519979808 0.229317851959 0.018441274654 0.232560663982 0.600655430712 0.439560214473 0.0556362765336 0.282888616291 0.0441501103753 0.00105596620908 8 0.0746886552362 0.0846518837204 0.234143603471 0.0195443761844 0.257779385099 0.600655430712 0.455811104949 0.0613601829831 0.353791269206 0.0516795865633 0.00456621004566 8
403.47546.2003 -1.242552e-02 -4.796331e+00 1.087641e+02 -4.140426e+02 2.129915e+00 -1.543108e-02 -5.998845e+00 6.106459e+01 -5.690698e+02 3.733510e+00 0.0652699752059 0.479397633999 0.283968368081 0.00450189859824 0.211132818514 0.518492509363 0.000950396848258 0.0275332941801 0.391821872166 0.0441501103753 0.00739176346357 8 0.0592482570544 0.233349095367 0.340690637237 0.0051257330596 0.285348686784 0.518492509363 0.607415039471 0.0577319290774 0.45380618648 0.0594315245478 0.00456621004566 8
403.47548.1799 1.702870e-01 -4.858744e+00 1.412937e+00 -3.352408e+01 8.157536e+02 -3.218260e-02 -5.751007e+00 4.762292e+01 -1.734396e+01 3.783392e+00 0.126924612967 0.775834337751 0.0140995895056 0.00243458410065 0.0233074120249 0.430945692884 0.000154611630536 0.00203274834906 0.390976384683 0.0176600441501 0.00316789862724 8 0.155108791743 0.561169046136 0.0824502455415 0.00323464398302 0.173582886552 0.430945692884 0.000985444864597 0.0432264686848 0.580047516627 0.0129198966408 0.00342465753425 8
403.47550.807 4.321186e-02 -5.494946e+00 9.075498e+00 -4.335320e+02 3.958439e+01 6.918713e-02 -6.921340e+00 5.563281e+00 -2.807529e+02 3.873775e+01 0.0492121131383 0.392061421731 0.076535555125 0.005603613321 0.106090291505 0.567649812734 0.000258947625277 0.00372628004559 0.293713177364 0.0132450331126 0.00316789862724 8 0.0717696675961 0.502620234144 0.0754244100818 0.006795481951 0.0766762202492 0.567649812734 1.85233199664e-06 0.00521057894181 0.380758793233 0.0103359173127 0.00114155251142 8
403.47554.630 -2.155178e-02 -5.310252e+00 1.912023e+01 -6.314665e+02 7.259446e+00 1.030156e+00 -6.870960e+00 1.603290e-02 -4.067161e+02 1.645692e+07 0.0358607717602 0.376462973295 0.159537360015 0.00665347890361 0.163432828859 0.595037453184 0.000951675174212 0.0344329535024 0.238129097879 0.0242825607064 0.00739176346357 8 0.041483791798 0.449918464054 0.142290021856 0.00668584880116 0.13075400062 0.595037453184 0.227850626266 0.016535106591 0.32889366297 0.0206718346253 0.00342465753425 8
403.47605.5112 2.441005e-01 -3.086177e+00 1.943301e+00 2.349969e+02 8.524923e+02 1.013758e-01 -4.049988e+00 4.484076e+00 5.770164e+01 1.527725e+02 0.315688484213 0.790254838242 0.0166491043203 0.00310411066099 0.053758858336 0.465355805243 2.05320769264e-05 0.00554706112804 0.379184921857 0.00883002207506 0.00316789862724 8 0.199096639581 0.695210541566 0.0471451795655 0.00369219835816 0.051447913865 0.465355805243 0.0194877247412 0.00753468581216 0.473315082828 0.00258397932817 0.0 8
403.47610.576 1.208123e-01 -5.920556e+00 3.996702e+00 -1.472443e+02 5.813490e+02 6.494898e-02 -7.307758e+00 8.550675e+00 -4.834299e+02 1.927805e+02 0.0831454894409 0.313216454302 0.111066479213 0.0164102232888 0.109475729821 0.565308988764 0.000420533606874 0.00660349080837 0.22465608138 0.0154525386313 0.00422386483633 8 0.0739541744818 0.126047969303 0.088512763596 0.0169424591917 0.325406967087 0.565308988764 0.303652593527 0.0452812447634 0.689915256627 0.093023255814 0.0125570776256 8
403.47614.3183 1.056271e-01 -3.290529e+00 8.423009e+00 7.378288e+01 7.623882e+01 6.221433e-02 -4.730541e+00 6.827512e+00 -2.664727e+02 2.592600e+02 0.245124921123 0.647823095471 0.107149777175 0.00490303591023 0.0682827976686 0.577949438202 3.37820022719e-05 0.00546338719296 0.415705166408 0.0264900662252 0.00105596620908 8 0.106811028582 0.453030558362 0.102262319106 0.00549090312585 0.137651439676 0.577949438202 0.000983473723719 0.018236107143 0.486412759902 0.0413436692506 0.00456621004566 8
